year,type,sentence1,sentence2,similarity_score
2015,belief,now the space-shuttle program is going tits up thanks to him so we're pretty much out of the space business.,hope your little one is coping ok with the stress (although in this situation i bet the kids are much better than the parents).,
2014,OnWN,set forth as an introduction or preface,expose to cool or cold air so as to cool or freshen.,0
2012,MSRvid,Some is grating onion into water.,A person grates a potato into a bowl.,1.5
2016,answer-answer,It really depends on how the employer documents it.,It depends how you're stating it.,2
2015,belief,i agreed to marry him.,you will learn to make real chips.,
2015,headlines,"The Note's Must-Reads for Monday, December 2, 2013","The Note's Must-Reads for Tuesday, October 8, 2013",
2014,tweet-news,"Don't get any ideas, . U.S. programmer outsources own job to China, surfs cat videos -","U.S. man outsources job to China, surfs cat videos",4.6
2014,tweet-news,"""Tennis: Djokovic claims Aussie triumph  ZmerchNews dot Com""",Djokovic: 3 Aussie wins in a row,1.6
2015,images,Three children stand on or near a fence.,The three children are standing on and by a fence.,4.6
2014,deft-news,"capital offenses in iran include murder, rape, armed robbery, apostasy, blasphemy, serious drug trafficking, repeated sodomy, adultery, prostitution, treason and espionage. ","capital offenses in iran include murder, rape, armed robbery, serious drug trafficking and adultery.",3
2012,MSRvid,A woman is dancing with other women.,A woman is shredding chicken.,0.4
2012,MSRvid,A kangaroo is eating.,Kangaroo eating.,4.75
2015,answers-forums,"Not necessarily tied to philosophy, but in formal debates the sides agree on a proposition to make arguments about.","""Burden"" is an artificial construct: a notion of a social responsibility.",
2012,MSRpar,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".","The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""",3.75
2012,MSRvid,A dog licks up a baby's drool.,A dog licks a baby.,2.2
2012,SMTeuroparl,"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","We must be aware today, since we are still in uncertainty, what are the scientific data, what are the measures to be taken.",4.6
2015,answers-forums,"When I needed a travel tripod, I also opted for a Trekpod.",An alternative tripod that may serve your needs is the TrekPod.,3
2015,images,A little boy is in a tire,A child rolls around in a large tire.,
2015,belief,george bush chose a black woman to be his top adviser on national security.,"he married you, chose to have a child with you and loves you unconditionally.",
2014,headlines,Japanese planes flew into China's new defense zone,"Japan, S Korean military planes defy China's new defence zone",4
2013,headlines,Cheap generics no panacea for India’s poorest,Cheap cancer drugs no cure for India's poorest,3.8
2014,tweet-news,Time to ban nighclubs.,Hundreds killed in Brazil nightclub fire,1.2
2012,surprise.OnWN,"be against, resist",act against or in opposition to.,4.5
2012,surprise.OnWN,"act, form, or progress according to a plan or ideal",shape or influence, give direction to.
2015,answers-forums,I wouldn't recommend keeping the giant gourami with any of the fish you have in Tank 2.,"Going by your pictures, no, you can't combine these fish.",
2013,headlines,Schiphol airport partly evacuated after bomb threat,Schiphol airport evacuated due to bomb threat,4
2013,headlines,Stock index futures point to lower start,Stock index futures signal early losses,4.4
2012,MSRpar,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.,4.75
2016,question-question,Is it possible to do a Master's in Mathematics after a Bachelor's in Economics?,Can I get a Master's in Economics with a Bachelor's in Mathematics?,5
2015,answers-forums,"Matter of opinion and all that, but I prefer plain text with no formatting.","For longer pieces, especially those with figures, tables, contents, or internal references, or citations.",
2014,deft-news,sheik doon salad ilmi said civilian casualties resulting from overnight mortar and rocket attacks happen every day. ,sheik doon salad ilmi stated that civilian casualties resulting from overnight mortar and rocket attacks are admitted to the hospital nearly every day.,3.6
2014,headlines,Egypt shuts down Muslim Brotherhood newspaper,Egypt: Muslim Brotherhood deputy head arrested,1.4
2015,headlines,Ukraine leader pledges crisis talks,Ukraine Leader Pledges Crisis Talks,5
2015,images,A young man with a beard at an event.,A dog stands on a beach at sunset.,
2016,headlines,Li Na to announce retirement,US Senator Ted Cruz to announce presidential bid,0
2015,headlines,Singapore shares open 0.31% higher on Monday,Singapore shares open lower on Monday,2.2
2014,headlines,"In Pakistan, army adamant on fighting the other Taliban",Pak army adamant on fighting the other Taleban,4.8
2013,FNWN,"a controlling_entity, controlling_situation, or controlling_variable control a dependent_entity, dependent_situation, or dependent_variable. the latter, dependent, element or some aspect of it is not just influenced, but determined by the controlling element.",power to direct or determine,
2012,SMTeuroparl,I am one of those Members who attends sittings quite faithfully.,I am one of the Members who are rather present.,4.25
2013,headlines,UN envoy in Turkey for talks on Syria,NZ to increase exports to China,0.2
2014,tweet-news,Jacqui Weaver tells the NY Times: ?I do have friends in Australia who now refer to me as ?Hollywood Jack??,Jacki Weaver and the Lord of Greenwich Village,1
2012,SMTeuroparl,There must be a balance as a whole.,The unity must be in balance.,4
2015,images,The brown dog is about to bite a paw printed ball.,A dog with fangs revealed is about to bite a ball with paw prints on it.,
2015,answers-forums,I've done a lot of road trips and a few airplane trips with my now 6-year-old and often alone.,"Though I always start with non-electronic activities, I make sure to keep a few tucked into my bag as a backup.",
2015,images,A black dog is running through the snow.,The black and brown dog is running through the snow.,4
2015,belief,obama has been a massive and utter failure.,consider it a preventative measure and use it wisely.,
2015,answers-forums,"Stars form in star-formation regions, which itself develop from molecular clouds.",It may be possible for a solar system like ours to exist outside of a galaxy.,0.6
2014,deft-forum,It's definitely NOT what it used to be.,voted Voted It's definitely NOT what it used to be.,4
2014,OnWN,(cause to) gradually become weak,cause to grow thin or weak.,4.2
2012,MSRvid,A baby eats his food.,A baby is being fed peas.,3
2014,headlines,Dozens feared trapped in India building collapse,Rescuers race to find 20 still trapped in India building collapse,3
2015,images,A dog is running along the grass.,A brown dog is running on grass.,
2012,SMTeuroparl,"Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.","Mr President, the Cashman report can be summarized in two words: the power of the people on the tape.",4
2012,surprise.OnWN,either half of an archery bow,either of the two halves of a bow from handle to tip.,4
2014,deft-forum,You should put scientists on a pedestal.,Why do people like you put scientist on a pedestal?,3.4
2014,deft-forum,Regulation get the government into everything.,"""Get the government into everything?""",2.4
2016,headlines,Senate confirms Janet Yellen as chair of US Federal Reserve,Senate confirms Janet Yellen as next Federal Reserve Chair,5
2016,postediting,The Czech market is in comparison with other very specific.,Other operators also refer to the specific nature of the Czech market.,2
